ID,obrorgan,pinadleg,code,name_code,stroka,name_stroka,datee,vypusk,tk,tk_spec,tk__month,Indivpred,samozan,teach,army_priz,army_contr,decret,neformal,szn,no_motiv,drugoe,smert,nakazan,pereezd,uxod,inostran,inoe,will_trud,will_individpred,will_samozan,will_army_priz,will_army_contract,will_teach
188,ГАПОУ СО Асбестовский политехникум,Министерство образования и молодежной политики,43.02.01,Организация обслуживания в общественном питании,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,ГАПОУ СО Асбестовский политехникум,Министерство образования и молодежной политики,43.02.01,Организация обслуживания в общественном питании,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,ГАПОУ СО Асбестовский политехникум,Министерство образования и молодежной политики,43.02.01,Организация обслуживания в общественном питании,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),1,Всего,44835,16,14,8,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.01.36,Дефектоскопист,1,Всего,44835,23,17,7,5,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.01.36,Дефектоскопист,2,лица с ОВЗ,44835,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.01.36,Дефектоскопист,3,из ОВЗ: инвалиды и дети-инвалиды,44835,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.01.36,Дефектоскопист,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.01.36,Дефектоскопист,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.02.08,Технология машиностроения,1,Всего,44835,14,14,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.02.08,Технология машиностроения,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.02.08,Технология машиностроения,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.02.08,Технология машиностроения,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,15.02.08,Технология машиностроения,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,23.01.03,Автомеханик,1,Всего,44835,23,17,7,5,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,23.01.03,Автомеханик,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,23.01.03,Автомеханик,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,23.01.03,Автомеханик,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,23.01.03,Автомеханик,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,1,Всего,44835,13,8,4,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"212,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"213,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"214,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"215,ГАПОУ СО Баранчинский электромеханический техникум,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
216,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,1,Всего,44835,16,13,8,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),1,Всего,44835,7,3,3,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,09.02.04,Информационные системы (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,1,Всего,44835,12,7,7,4,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,19.02.10,Технология продукции общественного питания,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,1,Всего,44835,9,8,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,23.02.03,Техническое обслуживание и ремонт автомобильного транспорта,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,34.02.01,Сестринское дело,1,Всего,44835,14,7,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
237,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,34.02.01,Сестринское дело,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,34.02.01,Сестринское дело,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,34.02.01,Сестринское дело,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,34.02.01,Сестринское дело,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,35.02.07,Механизация сельского хозяйства,1,Всего,44835,8,7,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,35.02.07,Механизация сельского хозяйства,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,35.02.07,Механизация сельского хозяйства,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,35.02.07,Механизация сельского хозяйства,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,35.02.07,Механизация сельского хозяйства,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),1,Всего,44835,13,4,3,4,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,38.02.01,Экономика и бухгалтерский учет (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,1,Всего,44835,37,33,31,30,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,ГАПОУ СО Белоярский многопрофильный техникум,Министерство образования и молодежной политики,44.02.01,Дошкольное образование,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,1,Всего,44835,17,15,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.25,Мастер отделочных строительных и декоративных работ,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.26,Мастер по ремонту и обслуживанию инженерных систем жилищно-коммунального хозяйства,1,Всего,44835,20,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.26,Мастер по ремонту и обслуживанию инженерных систем жилищно-коммунального хозяйства,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.26,Мастер по ремонту и обслуживанию инженерных систем жилищно-коммунального хозяйства,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.26,Мастер по ремонту и обслуживанию инженерных систем жилищно-коммунального хозяйства,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.01.26,Мастер по ремонту и обслуживанию инженерных систем жилищно-коммунального хозяйства,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,1,Всего,44835,14,14,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,08.02.01,Строительство и эксплуатация зданий и сооружений,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),1,Всего,44835,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,22.02.06,Сварочное производство,1,Всего,44835,22,22,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,22.02.06,Сварочное производство,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,22.02.06,Сварочное производство,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,22.02.06,Сварочное производство,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,22.02.06,Сварочное производство,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,23.01.03,Автомеханик,1,Всего,44835,28,27,22,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,23.01.03,Автомеханик,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,23.01.03,Автомеханик,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,23.01.03,Автомеханик,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,23.01.03,Автомеханик,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,38.02.04,Коммерция (по отраслям),1,Всего,44835,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,38.02.04,Коммерция (по отраслям),2,лица с ОВЗ,44835,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,38.02.04,Коммерция (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,38.02.04,Коммерция (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,38.02.04,Коммерция (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,1,Всего,44835,16,9,9,9,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"292,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"293,ГАПОУ СО Берёзовский техникум Профи,Министерство образования и молодежной политики,43.01.09,Повар; кондитер,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
